Player,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position
julian-draxler,79,74,64,81,77,83,77,76,77,84,74,70,79,78,73,80,76,66,66.0,78,56,66,78,81,65,82,48,64,44,11,13,5,13,8,Forward
conor-coady,67,52,78,81,56,60,60,57,85,79,41,51,48,79,54,68,84,73,74.0,60,66,80,51,72,60,80,82,80,74,8,15,10,12,8,Midfielder/Defender
felipe-anderson-pereira-gomes,76,73,44,77,72,85,77,69,75,81,85,85,84,75,88,82,34,73,59.0,77,67,69,74,79,53,81,47,59,46,12,10,9,5,7,Forward
jordan-veretout,69,70,59,81,72,77,69,71,77,81,78,75,77,76,81,83,74,78,79.0,77,82,76,74,74,80,78,77,79,77,9,10,11,8,9,Midfielder/Defender
ismaily-goncalves-dos-s,80,60,58,81,55,81,65,50,67,81,84,78,72,79,82,75,63,84,75.0,65,62,79,82,71,51,79,75,74,72,8,8,14,11,10,Midfielder/Defender
agustin-marchesin,18,14,11,37,15,24,16,15,34,20,55,52,65,75,60,57,73,38,59.0,12,45,15,18,65,14,64,22,15,15,80,77,76,79,80,Goal Keeper
lucas-rodrigues-m-silva,70,75,73,71,70,86,71,68,64,82,89,88,91,79,88,83,93,64,59.0,73,79,54,76,71,74,79,36,43,44,9,10,14,7,14,Forward
lewis-dunk,32,42,81,77,24,63,52,69,75,72,34,54,38,82,38,72,74,66,84.0,67,82,80,30,58,36,79,83,79,76,15,16,9,12,6,Midfielder/Defender
lars-unnerstall,10,13,10,26,15,16,13,11,24,19,28,37,19,69,20,47,45,35,82.0,12,36,21,13,42,16,58,11,17,15,79,78,63,80,81,Goal Keeper
matz-sels,16,16,14,38,19,19,17,17,32,33,37,35,36,78,34,56,70,26,67.0,18,29,17,18,49,22,62,14,15,14,77,78,75,80,80,Goal Keeper
granit-xhaka,71,60,62,84,50,68,76,77,84,80,48,50,49,73,61,90,33,82,79.0,76,91,71,69,77,63,68,71,68,68,7,8,11,7,13,Midfielder/Defender
manuel-riemann,17,12,15,59,13,30,15,14,65,47,57,45,49,71,64,64,70,43,65.0,18,38,32,13,69,34,67,30,14,19,78,74,85,78,82,Goal Keeper
joao-pedro-g-santos-galvao,69,81,73,81,77,81,81,76,74,83,75,81,73,80,73,78,83,81,76.0,73,69,42,82,80,69,81,30,40,28,14,16,7,11,12,Forward
charles-aranguiz,77,66,53,80,75,74,75,75,81,78,54,40,78,79,86,78,61,77,64.0,77,84,81,68,79,75,73,80,75,75,15,7,12,8,13,Midfielder/Defender
sergio-miguel-relvas-de-oliveira,81,72,66,84,79,76,81,81,81,81,61,55,66,78,68,85,58,76,66.0,84,76,72,79,81,82,81,77,71,60,9,9,11,11,10,Midfielder/Defender
mattia-perin,11,11,12,33,19,19,15,13,31,23,57,56,53,74,30,53,75,30,52.0,17,25,19,12,44,21,65,20,12,19,79,79,71,79,81,Goal Keeper
juan-miguel-jimenez-lopez,78,85,78,77,71,80,65,57,62,82,79,78,79,79,77,77,84,76,50.0,75,55,23,84,70,64,71,25,28,25,11,6,9,12,9,Midfielder/Defender
callum-wilson,61,83,78,72,71,77,63,45,62,79,78,83,73,80,72,78,70,69,79.0,68,74,40,84,70,83,79,38,40,27,10,15,8,10,6,Forward
danny-ings,66,82,78,75,76,77,72,70,61,79,75,69,76,82,77,82,77,73,69.0,82,67,46,83,72,81,82,38,45,34,10,13,12,16,6,Forward
nemanja-gudelj,74,58,69,84,69,66,80,79,78,78,52,56,59,70,50,85,67,81,87.0,81,82,76,65,74,74,80,74,75,72,8,11,8,14,12,Midfielder/Defender
roberto-pereyra,76,75,60,80,73,82,78,74,76,82,79,77,76,78,76,74,68,89,68.0,76,71,71,79,79,72,78,64,73,69,4,5,3,4,8,Midfielder/Defender
marcos-alonso-mendoza,84,70,83,83,76,78,85,86,75,83,55,52,64,81,56,84,73,79,74.0,75,75,76,77,74,63,79,72,81,79,9,7,13,9,12,Midfielder/Defender
ander-herrera-aguera,71,68,63,80,70,77,79,64,80,80,65,55,73,82,75,76,61,79,69.0,72,82,82,76,80,74,82,79,80,76,9,12,15,9,8,Midfielder/Defender
nemanja-matic,68,59,70,82,71,74,70,63,82,78,32,43,47,78,49,84,63,53,80.0,67,76,80,61,72,64,82,81,80,70,7,15,12,14,9,Midfielder/Defender
daley-blind,80,56,76,85,66,77,84,62,84,83,43,40,71,80,72,74,77,73,71.0,64,64,84,66,82,54,83,80,80,80,12,9,10,14,10,Midfielder/Defender
marco-silvestri,12,20,12,22,20,18,16,11,20,20,58,61,65,72,34,45,74,34,60.0,16,31,11,14,47,16,44,8,18,16,81,77,60,80,83,Goal Keeper
michail-antonio,75,77,84,75,70,79,66,60,72,76,76,85,74,82,77,78,91,71,88.0,68,84,45,82,74,75,73,51,56,53,12,13,8,14,10,Forward
benjamin-andre,70,61,80,78,56,75,68,46,75,75,62,67,70,78,71,69,93,90,79.0,65,87,80,70,72,66,76,75,80,75,8,14,15,7,10,Midfielder/Defender
vicente-guaita-panadero,34,11,20,44,13,16,32,20,36,24,46,52,63,74,48,59,68,41,64.0,15,24,27,13,54,29,62,23,15,17,80,77,78,78,81,Goal Keeper
pedro-rodriguez-ledesma,69,74,39,81,70,84,82,57,72,88,79,68,90,77,91,73,65,69,40.0,76,53,42,77,82,66,80,41,29,26,5,11,12,15,9,Forward
manuel-lanzini,75,70,52,82,65,82,76,76,78,84,76,64,81,74,89,76,76,68,43.0,76,62,30,73,80,77,80,30,52,54,14,9,6,7,15,Forward
lars-stindl,74,78,65,81,85,79,77,75,78,82,55,55,70,83,79,80,72,75,73.0,79,74,60,84,83,75,80,59,62,55,7,10,13,11,12,Forward
alexis-sanchez,76,77,59,77,82,84,78,74,77,84,75,69,84,76,88,79,85,66,67.0,76,64,46,81,82,69,75,38,44,35,10,10,15,12,13,Forward
jerome-boateng,63,34,82,77,52,64,70,41,83,71,38,55,49,77,50,76,73,47,85.0,58,79,81,47,78,46,83,80,81,77,7,12,15,6,5,Midfielder/Defender
max-kruse,79,81,63,83,80,82,83,69,80,83,51,51,72,84,76,81,65,50,73.0,79,58,34,85,85,91,87,43,36,29,12,7,5,13,9,Forward
javier-hernandez,64,83,78,66,75,73,67,52,56,78,77,67,74,87,79,75,83,71,68.0,66,59,26,89,68,68,81,21,31,25,14,12,9,12,11,Forward
axel-witsel,68,62,82,87,75,75,71,64,80,78,35,38,64,78,67,64,80,71,77.0,57,72,76,69,75,76,86,78,80,75,5,7,7,10,7,Midfielder/Defender
claudio-bravo,12,13,18,59,11,22,25,38,58,32,58,54,63,72,62,63,81,39,69.0,17,40,23,16,69,23,64,15,18,19,78,78,84,79,80,Goal Keeper
oscar-trejo,73,75,66,81,72,84,74,72,76,78,66,69,91,77,79,76,66,88,75.0,79,70,72,75,80,80,76,70,74,71,14,14,7,16,11,Forward
daniel-wass,79,75,69,81,69,76,78,84,80,79,71,74,72,79,71,84,67,83,73.0,80,72,77,76,78,61,77,75,76,75,11,9,10,13,13,Midfielder/Defender
erik-lamela,79,74,60,80,75,85,84,81,75,84,72,64,76,79,75,81,55,69,62.0,80,90,53,79,78,75,75,52,50,54,10,15,11,8,13,Forward
jonny-evans,52,28,80,72,46,51,34,37,65,69,51,47,34,80,57,42,78,64,78.0,24,82,79,30,57,44,81,86,81,78,12,16,16,15,8,Midfielder/Defender
steve-mandanda,14,13,13,60,13,19,13,12,36,27,53,43,52,80,36,56,69,31,61.0,7,37,23,11,59,11,62,13,15,13,77,79,74,77,81,Goal Keeper
alfredo-talavera,15,13,14,35,13,10,15,14,35,21,58,58,57,70,47,51,77,36,82.0,13,38,24,14,50,44,60,26,13,14,80,82,68,78,80,Goal Keeper
diego-lopez-rodriguez,11,12,10,28,14,11,10,11,21,25,44,42,43,75,40,51,66,40,73.0,10,40,16,11,55,21,65,16,13,14,76,79,68,80,76,Goal Keeper
joaquin-sanchez-rodriguez,86,78,65,85,68,81,86,77,84,81,62,68,69,82,69,78,31,34,61.0,77,55,35,81,85,75,81,41,47,39,9,14,6,10,11,Midfielder/Defender
gianluigi-buffon,13,15,13,37,17,26,20,13,35,28,33,27,50,78,49,53,69,34,65.0,13,38,28,12,50,22,70,13,11,11,76,73,70,90,76,Goal Keeper
tanaka-roberts,52,79,77,67,77,77,71,61,44,78,86,85,81,79,82,80,88,73,70.0,76,66,23,82,62,80,77,27,33,21,11,14,6,10,11,Forward
ash-dixon,76,60,54,75,32,68,73,59,71,70,84,74,77,78,88,81,84,83,53.0,77,79,75,63,68,47,71,77,79,80,11,6,13,10,8,Midfielder/Defender
colin-hughes,78,54,41,77,68,83,80,68,62,79,86,81,80,78,78,68,46,73,52.0,53,56,22,77,78,65,76,23,22,24,12,6,10,6,11,Midfielder/Defender
giorgi-mamardashvili,13,9,14,15,7,11,11,10,15,22,48,48,35,60,26,56,53,45,74.0,7,25,8,8,34,11,26,5,12,10,79,78,74,79,80,Goal Keeper
f-evanilson-de-lima-barbosa,43,79,75,74,76,77,67,46,62,78,75,73,66,78,68,75,64,74,81.0,70,45,16,84,67,69,74,22,20,19,13,11,6,14,7,Forward
piero-hincapie,55,40,76,78,29,70,56,32,74,73,79,86,73,74,65,50,80,74,74.0,27,71,77,55,53,33,76,76,79,84,9,15,10,6,9,Midfielder/Defender
pierre-kalulu,70,43,75,78,44,64,65,44,65,74,77,83,69,77,69,66,76,72,75.0,51,77,77,60,59,49,77,78,82,78,12,5,13,9,11,Midfielder/Defender
manuel-ugarte,58,65,39,79,45,79,54,50,78,79,71,72,69,78,60,62,53,84,75.0,65,76,80,75,76,50,84,77,77,76,6,10,16,8,13,Midfielder/Defender
joey-veerman,79,65,54,82,58,80,75,73,83,79,69,58,74,75,69,79,50,81,76.0,78,68,68,64,84,65,77,65,68,63,12,11,10,5,9,Midfielder/Defender
gabriel-teodoro-martinelli-silva,73,76,72,71,61,82,72,65,50,79,88,86,82,77,79,70,55,78,61.0,65,77,37,76,74,60,75,44,44,43,10,6,7,6,6,Midfielder/Defender
charles-de-ketelaere,74,78,75,77,76,83,73,72,77,83,73,77,78,76,64,77,69,83,75.0,74,57,61,77,79,67,79,45,61,57,11,8,14,8,8,Forward
tomas-holes,67,68,77,75,67,71,63,55,74,74,78,77,73,75,81,74,82,85,79.0,75,85,77,75,68,54,74,76,79,77,9,10,8,13,5,Midfielder/Defender
khvicha-kvaratskhelia,69,72,62,76,60,84,78,59,70,83,83,82,84,72,71,73,59,71,68.0,71,61,37,76,77,65,76,41,39,34,9,15,8,14,8,Forward
khephren-thuram,68,73,76,79,55,78,72,56,78,79,75,74,71,78,69,74,74,79,80.0,69,70,76,77,77,59,78,76,76,72,7,9,14,11,9,Midfielder/Defender
emerson-leite-de-souza,75,57,70,77,44,74,73,47,65,77,73,75,74,72,67,77,79,76,74.0,62,80,73,73,65,48,65,75,78,79,11,13,9,10,13,Midfielder/Defender
alfonso-espino,77,60,62,67,50,76,69,57,70,69,88,86,74,66,77,80,66,90,79.0,55,81,76,70,60,51,69,72,78,76,15,6,8,12,5,Midfielder/Defender
julian-alvarez,75,80,68,74,75,82,80,74,74,83,80,73,87,78,87,84,69,79,70.0,80,83,46,82,81,73,82,60,53,46,6,10,8,15,6,Forward
alexander-bah,75,59,71,71,54,74,75,64,62,72,90,93,77,77,70,78,73,86,78.0,65,83,76,72,75,51,75,68,74,72,6,12,12,9,13,Midfielder/Defender
sofiane-diop,77,71,39,76,62,83,76,74,68,83,74,69,82,76,85,76,48,78,37.0,74,68,56,76,78,60,80,56,58,46,14,13,8,9,9,Midfielder/Defender
luis-manuel-arantes-maximiano,10,5,8,44,8,16,9,9,38,21,55,55,58,78,33,51,63,23,68.0,4,12,9,6,55,13,56,21,15,13,78,76,68,76,81,Goal Keeper
mohamed-simakan,54,33,77,70,28,62,49,32,69,66,70,71,59,76,61,61,77,74,82.0,29,79,81,44,63,47,74,76,86,76,8,6,6,11,15,Midfielder/Defender
altay-bayindir,11,10,14,35,15,10,10,14,43,16,30,31,51,70,24,54,58,31,68.0,11,29,14,14,55,16,62,14,13,10,78,75,72,76,82,Goal Keeper
borna-sosa,88,41,64,74,44,79,79,55,72,79,78,79,73,79,68,70,67,78,68.0,65,65,71,67,78,31,75,73,76,69,10,6,6,8,9,Midfielder/Defender
alexis-saelemaekers,80,68,45,79,65,81,76,67,72,81,82,79,87,76,77,64,77,83,59.0,72,68,65,74,71,44,74,68,66,61,9,6,9,12,12,Forward
christoph-baumgartner,62,76,65,79,74,82,65,52,75,79,82,70,81,77,79,73,63,67,49.0,64,62,34,75,78,65,75,31,54,49,10,11,9,14,11,Midfielder/Defender
predrag-rajkovic,13,9,13,31,8,8,14,10,42,18,30,18,32,73,29,56,35,26,66.0,10,25,10,4,42,20,32,11,10,10,77,76,74,79,81,Goal Keeper
eljif-elmas,67,70,58,81,56,86,64,54,77,85,77,75,84,73,69,79,47,76,64.0,74,77,69,72,74,58,74,62,72,64,8,5,14,6,15,Forward
marc-guehi,35,42,76,74,32,65,42,32,73,70,67,77,67,80,65,49,70,70,79.0,26,73,79,35,54,38,74,81,79,78,8,9,11,12,12,Midfielder/Defender
nikola-vlasic,71,74,65,78,71,82,70,72,74,80,78,79,78,76,88,80,55,69,70.0,81,68,26,76,77,66,77,54,52,37,6,14,15,9,14,Forward
junior-messias,69,75,61,77,68,84,74,71,71,81,85,84,81,72,74,72,53,70,58.0,74,55,46,73,74,62,65,45,51,46,8,8,15,9,12,Forward
callum-hudson-odoi,77,71,53,76,59,84,73,71,69,81,86,76,84,70,78,67,64,66,58.0,66,51,44,72,74,55,72,47,51,45,14,13,11,15,5,Midfielder/Defender
nicolas-de-la-cruz,74,74,70,79,72,82,84,74,74,78,87,83,92,78,85,81,77,86,52.0,78,86,70,80,82,69,80,65,75,70,9,6,9,7,9,Midfielder/Defender
guglielmo-vicario,11,6,11,27,7,12,14,10,27,14,28,29,33,64,33,56,49,18,53.0,5,17,15,8,64,13,55,23,11,13,79,78,74,78,80,Goal Keeper
sasa-kalajdzic,59,82,87,77,73,74,50,47,64,78,64,62,63,78,53,74,54,67,83.0,62,44,34,81,75,57,74,39,46,47,7,6,13,14,15,Forward
davide-frattesi,67,73,61,82,68,80,68,65,77,85,80,78,74,76,74,75,71,77,63.0,65,72,60,74,80,64,74,65,69,68,5,10,8,11,10,Midfielder/Defender
matteo-pessina,70,72,63,83,68,80,76,52,76,82,69,75,75,78,65,74,59,81,68.0,68,70,72,78,78,60,78,72,72,68,13,9,7,13,7,Forward
eduardo-gabriel-aquino-cossa,74,76,42,73,66,84,60,43,66,82,84,86,86,73,78,57,57,76,52.0,59,51,45,72,74,64,70,37,43,31,14,6,13,10,9,Midfielder/Defender
pedro-lomba-neto,70,75,49,74,65,83,68,56,56,80,86,85,86,75,86,76,52,64,56.0,74,55,41,76,73,62,66,32,23,17,6,13,7,12,6,Forward
amadou-haidara,74,69,50,80,61,81,75,62,75,81,74,66,78,78,76,77,76,81,65.0,77,69,76,74,77,62,76,68,69,62,7,11,8,7,10,Midfielder/Defender
moise-kean,48,79,76,68,72,77,69,44,46,75,83,87,79,70,79,84,79,75,85.0,66,57,31,81,58,65,72,40,36,30,13,8,10,7,9,Forward
jiri-pavlenka,11,16,14,28,19,12,10,14,17,19,35,37,39,79,27,46,36,20,68.0,17,22,13,14,25,18,39,12,10,14,80,75,61,69,84,Goal Keeper
douglas-luiz-soares-de-paulo,81,64,62,82,58,76,87,76,83,83,69,65,74,77,74,80,66,76,66.0,81,74,77,58,79,44,82,75,75,68,12,6,13,10,7,Midfielder/Defender
marcus-edwards,69,70,37,73,69,84,76,60,60,81,88,82,92,78,92,70,45,71,38.0,75,43,30,74,73,58,78,38,32,24,7,12,15,15,6,Forward
luiz-araujo,75,66,54,71,66,84,75,64,65,81,87,89,90,77,79,74,56,67,52.0,73,55,33,71,75,62,79,31,44,41,6,12,13,9,9,Midfielder/Defender
alvaro-odriozola-arzalluz,80,48,73,75,48,76,71,47,70,76,79,85,75,73,78,61,71,79,58.0,59,62,73,69,63,62,67,73,76,77,11,12,10,5,14,Midfielder/Defender
sebastian-villa,73,74,35,71,50,82,71,70,57,74,93,94,89,71,75,78,58,83,64.0,73,55,26,78,70,72,69,45,25,26,9,10,6,8,13,Forward
igor-zubeldia-elorza,65,62,72,82,47,67,73,65,77,73,56,72,69,80,74,75,79,81,76.0,60,86,81,63,72,51,73,80,78,75,6,8,9,10,13,Midfielder/Defender
nahuel-molina,79,67,60,76,62,76,66,44,68,77,84,81,80,78,76,70,75,79,61.0,67,74,72,77,75,45,71,71,75,70,12,13,8,5,10,Midfielder/Defender
junya-ito,76,73,44,74,69,78,68,66,66,77,91,88,82,75,77,68,87,89,61.0,71,64,67,76,78,57,77,54,61,56,13,12,15,5,7,Forward
wataru-endo,55,65,78,80,26,77,43,46,78,81,73,62,73,81,78,73,91,90,66.0,70,75,78,64,74,62,82,79,78,71,9,13,7,11,5,Midfielder/Defender
caio-henrique-oliveira-silva,81,54,62,78,52,78,80,72,70,81,79,75,73,78,74,64,69,78,51.0,60,69,74,75,77,48,80,73,76,74,11,15,9,6,8,Midfielder/Defender
justin-bijlow,10,10,11,33,10,11,10,10,44,21,58,58,56,77,32,59,67,30,70.0,10,22,10,10,58,16,54,16,12,14,80,75,78,74,78,Goal Keeper
caglar-soyuncu,46,39,75,76,48,62,39,39,64,69,64,76,64,77,55,65,76,65,82.0,44,86,77,42,55,52,76,76,79,77,6,7,7,7,7,Midfielder/Defender
fredrik-aursnes,74,64,65,81,54,77,72,63,79,79,74,76,82,84,77,68,76,91,76.0,66,78,75,71,78,66,81,74,75,73,12,14,14,8,13,Midfielder/Defender
jesper-karlsson,73,75,44,73,76,82,83,75,66,84,84,82,91,74,89,78,84,82,51.0,81,54,35,74,72,77,77,32,36,34,13,11,10,10,9,Forward
exequiel-palacios,67,69,59,82,63,78,68,51,80,79,74,60,78,70,79,81,70,81,65.0,76,80,81,72,75,63,78,73,75,76,10,5,8,9,6,Midfielder/Defender
brahim-diaz,66,69,30,83,55,82,74,61,74,83,81,75,89,72,91,70,66,65,44.0,71,41,30,73,78,58,72,40,23,21,13,9,13,10,6,Forward
philipp-lienhart,41,24,82,71,21,59,28,40,62,62,63,75,64,77,62,29,69,67,78.0,34,76,78,35,53,41,75,80,81,79,14,8,11,12,14,Midfielder/Defender
miguel-almiron,70,74,43,78,75,82,75,68,67,79,88,85,85,78,68,78,48,77,53.0,68,69,55,75,75,69,75,54,55,50,6,9,13,13,12,Forward
jonathan-prazeres-conradi,82,74,49,79,65,82,69,64,75,77,81,75,79,78,78,60,69,58,49.0,70,58,53,77,75,46,69,50,38,30,14,8,6,6,9,Forward
jason-bardeira-cunha,59,86,91,66,70,69,59,33,64,70,77,70,70,68,67,87,89,74,79.0,80,62,16,74,65,56,80,38,19,17,13,9,6,12,16,Forward
arturo-adolfo-inalcio-dutra,63,70,46,85,68,78,54,48,83,80,80,86,90,69,74,80,55,74,35.0,75,45,71,74,77,45,60,24,66,62,10,13,14,9,11,Midfielder/Defender
g-pierre-paiva-souza,75,69,34,78,61,81,67,72,72,77,90,78,73,77,77,77,50,69,72.0,68,63,40,73,75,44,62,36,49,48,7,11,10,16,7,Midfielder/Defender
alberto-marcelo-dutra-cirino,86,73,20,85,64,80,72,81,84,79,82,80,88,65,86,68,57,75,46.0,72,26,21,73,69,76,71,28,20,24,6,12,10,7,9,Forward
hediselton-simao-resende,76,69,60,76,71,76,76,68,59,75,84,73,77,80,72,72,68,88,67.0,74,73,72,76,64,64,80,78,75,77,7,8,8,8,7,Midfielder/Defender
a-zervandro-chiamuloira-paes,55,51,76,68,44,44,54,50,72,62,67,69,49,79,59,43,88,63,74.0,51,88,77,24,47,66,70,81,78,81,9,14,13,8,10,Midfielder/Defender
wellingt-edson-sabrao-rolim,76,50,60,73,56,75,60,50,67,71,94,90,74,77,72,64,69,78,69.0,60,60,73,60,60,50,71,72,75,72,9,8,16,7,15,Midfielder/Defender
gerson-adriano-gutierres-serra,76,54,77,77,71,71,81,77,67,72,77,80,68,72,58,84,78,89,67.0,77,94,67,57,56,77,77,74,77,75,9,16,8,8,10,Midfielder/Defender
lukas-nmecha,58,79,74,76,71,77,61,48,59,80,78,86,73,77,65,80,79,78,79.0,71,71,37,77,68,81,71,43,33,27,9,11,11,8,6,Forward
gerson-santos-da-silva,77,69,58,82,56,76,78,60,77,80,67,71,78,76,79,74,66,80,78.0,65,81,81,76,76,68,83,74,80,77,14,13,13,9,9,Midfielder/Defender
emil-audero,13,16,19,29,18,19,12,12,19,18,55,49,53,75,51,55,65,25,55.0,19,24,11,9,30,22,56,10,10,10,80,74,73,76,82,Goal Keeper
florian-grillitsch,68,58,64,84,53,78,47,68,85,81,61,69,67,81,65,65,48,70,72.0,60,50,81,70,81,50,81,76,75,69,13,12,7,14,7,Midfielder/Defender
alfonso-pedraza-sag,76,72,67,74,63,77,74,57,68,76,79,82,76,75,68,78,69,82,75.0,69,69,72,75,69,64,66,74,77,75,12,6,14,7,12,Midfielder/Defender
kyle-walker-peters,78,41,65,73,30,76,56,31,62,78,77,76,74,75,78,45,75,85,64.0,45,70,72,65,64,32,73,73,79,75,9,8,7,11,12,Midfielder/Defender
daniel-castelo-podence,69,66,42,76,56,86,73,42,71,82,94,71,92,77,93,66,65,74,30.0,57,67,21,76,79,63,78,42,30,29,14,14,8,7,15,Forward
andrei-girotto,65,59,79,77,51,66,63,71,69,77,63,54,63,75,54,81,76,70,71.0,80,82,82,59,54,55,66,77,80,79,11,7,9,6,12,Midfielder/Defender
moussa-niakhate,66,37,81,73,39,69,41,36,70,65,69,87,66,77,52,49,77,63,83.0,38,79,79,49,58,74,73,77,81,75,9,14,6,8,7,Midfielder/Defender
ivan-provedel,21,17,17,34,14,16,13,13,23,22,44,40,38,70,44,57,56,28,56.0,20,27,22,16,56,22,62,22,22,21,81,76,76,76,81,Goal Keeper
maxime-lopez,75,72,62,83,65,79,79,73,76,83,73,72,90,77,93,70,69,85,34.0,73,77,68,63,81,68,73,68,69,63,7,14,13,11,6,Midfielder/Defender
sergio-herrera-piron,20,16,14,24,16,15,21,21,21,27,45,49,45,75,45,55,56,42,67.0,14,25,12,13,33,32,53,15,17,18,79,77,73,75,77,Goal Keeper
alexander-nubel,15,18,13,29,13,18,20,20,18,20,49,46,34,73,58,53,61,39,70.0,18,23,20,10,32,16,32,23,14,13,75,71,70,76,84,Goal Keeper
valentin-rongier,65,61,53,81,66,75,74,69,80,80,72,72,74,80,88,75,73,82,77.0,68,81,82,64,76,65,76,78,81,75,11,8,12,7,11,Midfielder/Defender
sheraldo-becker,74,81,65,71,73,79,66,50,69,77,94,95,78,76,79,79,70,71,73.0,71,52,45,77,63,66,72,21,32,33,6,14,15,16,13,Forward
sergio-rochet,14,13,17,27,17,19,18,15,24,24,49,48,30,68,48,50,62,39,70.0,17,18,24,20,32,24,37,14,12,17,80,78,67,76,80,Goal Keeper
gabriel-arias,15,18,22,38,14,23,30,20,19,25,40,44,41,73,57,55,64,32,67.0,16,33,13,17,50,26,45,27,21,24,78,74,73,79,82,Goal Keeper
enes-unal,56,84,77,76,75,76,68,63,52,75,71,68,71,75,69,82,83,64,83.0,74,70,29,76,62,80,72,34,43,34,8,14,8,13,13,Forward
franco-cervi,71,70,48,75,55,78,78,76,68,80,89,88,92,74,92,68,62,81,32.0,64,72,50,76,70,56,73,51,64,52,12,8,9,11,10,Midfielder/Defender
timothy-castagne,79,59,69,75,40,77,58,33,70,78,75,76,68,78,66,62,72,82,66.0,52,75,78,77,69,47,68,77,75,72,14,9,15,10,15,Midfielder/Defender
nico-elvedi,65,30,76,76,30,67,45,29,61,72,66,74,64,77,55,50,80,75,81.0,45,72,80,53,60,37,67,79,81,78,9,15,10,12,9,Midfielder/Defender
pablo-maffeo-becerra,75,53,70,73,21,80,71,34,63,78,85,81,75,72,81,57,59,72,69.0,52,64,71,67,64,37,62,73,81,77,10,7,14,12,15,Midfielder/Defender
sebastian-driussi,64,77,71,81,71,75,52,70,72,78,84,79,83,74,71,82,67,80,72.0,83,49,21,74,77,69,66,22,23,16,11,14,14,14,10,Forward
rafael-santos-borre,71,77,74,77,74,78,78,67,69,78,83,72,84,79,81,82,80,85,67.0,74,86,41,82,78,72,81,44,45,29,11,14,14,11,8,Forward
said-benrahma,74,72,47,77,64,82,73,69,68,81,79,72,85,75,80,75,58,70,50.0,74,52,40,76,78,69,74,45,35,36,16,7,8,11,11,Midfielder/Defender
clement-lenglet,55,39,77,83,37,57,59,31,75,72,68,68,61,77,58,58,83,71,79.0,46,75,78,54,66,49,79,80,75,72,10,10,9,12,7,Midfielder/Defender
giovanni-simeone,55,81,77,71,77,74,71,66,61,78,78,76,75,77,73,83,88,74,74.0,74,78,24,79,60,75,75,44,38,36,12,15,9,14,11,Forward
joao-paulo-dias-fernandes,66,79,81,69,77,74,80,44,45,79,66,67,66,80,71,80,81,83,82.0,69,76,39,83,73,68,78,45,37,29,11,14,8,15,11,Forward
maxwel-cornet,73,75,70,74,72,79,71,69,62,76,86,87,82,71,78,81,77,89,72.0,77,72,66,79,70,64,67,64,70,66,16,13,8,12,9,Midfielder/Defender
lucas-alario,48,83,85,69,80,74,49,44,47,74,66,66,68,77,72,79,87,68,78.0,66,72,22,83,65,76,76,22,27,20,8,15,7,15,15,Forward
alexey-miranchuk,72,71,57,78,67,80,74,75,75,80,74,76,80,76,78,65,58,68,64.0,73,43,36,78,79,67,76,22,28,29,8,8,9,12,15,Forward
tyrone-mings,70,37,77,75,34,68,53,37,75,67,61,80,55,79,46,61,71,74,86.0,42,86,77,53,57,45,71,79,78,77,7,10,13,7,15,Midfielder/Defender
ivan-toney,62,80,78,72,76,70,61,64,60,77,75,81,78,77,70,81,90,82,81.0,68,83,49,79,72,89,80,45,50,42,16,8,8,7,8,Forward
gilberto-moraes-junior,75,52,64,72,38,72,74,65,64,74,80,78,72,77,74,78,62,87,75.0,63,84,75,71,68,51,75,72,78,77,8,14,15,10,13,Midfielder/Defender
stole-dimitrievski,11,20,14,23,15,18,17,17,27,19,35,38,44,63,43,56,60,40,72.0,17,17,21,15,51,21,53,19,19,17,77,82,75,78,79,Goal Keeper
john-mcginn,69,71,54,79,75,77,66,61,86,77,73,65,77,76,80,83,75,90,76.0,76,79,73,72,76,55,68,72,78,71,9,13,12,10,12,Midfielder/Defender
marcel-halstenberg,80,59,80,76,60,71,77,75,62,74,55,69,61,77,59,79,84,78,79.0,69,77,73,63,65,73,74,76,78,73,9,15,14,10,16,Midfielder/Defender
juan-fernando-quintero,77,72,49,77,76,82,86,83,76,82,78,66,84,72,90,83,48,50,49.0,79,59,37,72,83,77,83,51,30,22,14,16,10,7,12,Forward
jonathan-castro-otto,75,51,69,71,46,76,66,54,64,77,77,71,73,74,80,68,75,75,59.0,49,78,77,66,67,46,73,76,79,78,7,10,12,10,6,Midfielder/Defender
fabian-schar,65,60,80,77,61,68,66,66,76,72,53,55,53,78,61,79,77,67,78.0,73,74,82,62,68,75,78,80,81,76,8,9,11,10,15,Midfielder/Defender
romario-ricardo-da-silva,69,76,66,74,69,80,70,71,67,78,86,86,88,78,85,74,71,91,65.0,69,38,28,82,70,81,77,30,22,23,15,14,12,9,10,Forward
oliver-torres-munoz,73,66,52,81,63,82,80,64,80,83,65,54,77,76,78,69,50,72,34.0,68,61,67,77,80,65,81,65,66,58,7,7,14,6,8,Forward
